frame,wall_time,time_s,marker_id,rx,ry,rz,x,y,z,range_m,u_px,v_px
1064,1786065128.3284,22.1889,245,0.681103,-2.759963,-0.699366,0.293041,-0.022335,0.748156,0.803809,1659.92,742.67
1065,1786065128.3493,22.2099,245,0.679808,-2.759809,-0.703901,0.292843,-0.022250,0.748016,0.803605,1659.70,742.77
1066,1786065128.3703,22.2308,245,0.677417,-2.765459,-0.709747,0.292796,-0.021844,0.747747,0.803325,1659.74,743.40
1067,1786065128.3957,22.2563,245,0.676273,-2.766511,-0.719373,0.292464,-0.020989,0.746424,0.801951,1660.03,744.72
1068,1786065128.4147,22.2753,245,0.676427,-2.771450,-0.720155,0.292647,-0.019638,0.747070,0.802585,1659.88,747.10
1069,1786065128.4366,22.2972,245,0.676705,-2.779501,-0.721846,0.292882,-0.018431,0.746754,0.802347,1660.35,749.15
1070,1786065128.4546,22.3152,245,0.672951,-2.778501,-0.732744,0.292487,-0.017497,0.745865,0.801355,1660.31,750.65
1071,1786065128.4750,22.3356,245,0.674008,-2.787832,-0.732799,0.292056,-0.016539,0.745437,0.800779,1659.78,752.27
1072,1786065128.4963,22.3569,245,0.674142,-2.796332,-0.743263,0.291925,-0.016159,0.744811,0.800141,1659.87,752.81
1073,1786065128.5185,22.3791,245,0.675474,-2.796448,-0.748670,0.291225,-0.015832,0.744281,0.799385,1659.09,753.31
1074,1786065128.5389,22.3995,245,0.678968,-2.806130,-0.753308,0.290635,-0.015971,0.743218,0.798184,1658.69,752.96
1075,1786065128.5584,22.4190,245,0.683030,-2.810325,-0.759814,0.289950,-0.016310,0.742511,0.797283,1657.98,752.27
1076,1786065128.5790,22.4396,245,0.686274,-2.809519,-0.759390,0.289093,-0.017175,0.741503,0.796050,1657.23,750.70
1077,1786065128.5990,22.4595,245,0.691946,-2.815267,-0.755865,0.288412,-0.017940,0.741120,0.795463,1656.29,749.35
1078,1786065128.6216,22.4822,245,0.694528,-2.817949,-0.758257,0.287559,-0.018830,0.740098,0.794223,1655.52,747.70
1079,1786065128.6415,22.5021,245,0.697228,-2.819252,-0.760133,0.286249,-0.019367,0.739103,0.792835,1654.01,746.67
1080,1786065128.6623,22.5228,245,0.699566,-2.816701,-0.756211,0.284846,-0.019863,0.738876,0.792130,1651.93,745.80
1081,1786065128.6830,22.5436,245,0.705322,-2.821991,-0.752705,0.283674,-0.020576,0.738329,0.791216,1650.30,744.52
1082,1786065128.7057,22.5663,245,0.710085,-2.814768,-0.751869,0.281945,-0.021050,0.737536,0.789871,1648.10,743.63
1083,1786065128.7248,22.5854,245,0.719827,-2.812126,-0.742306,0.280228,-0.021810,0.737723,0.789455,1645.23,742.36
1084,1786065128.7463,22.6069,245,0.730854,-2.814364,-0.733881,0.278118,-0.022693,0.736627,0.787708,1642.43,740.77
1085,1786065128.7692,22.6297,245,0.736888,-2.806262,-0.729403,0.275926,-0.023572,0.736273,0.786631,1639.19,739.21
1086,1786065128.7879,22.6485,245,0.746281,-2.795833,-0.724755,0.273827,-0.025165,0.735808,0.785511,1636.17,736.39
1087,1786065128.8091,22.6697,245,0.755373,-2.792888,-0.711909,0.271795,-0.026601,0.735367,0.784439,1633.12,733.90
1088,1786065128.8288,22.6894,245,0.762560,-2.789003,-0.710500,0.269568,-0.027732,0.734483,0.782880,1630.05,731.81
1089,1786065128.8525,22.7131,245,0.771241,-2.778377,-0.703807,0.268766,-0.029151,0.734284,0.782469,1628.96,729.35
1090,1786065128.8724,22.7330,245,0.777183,-2.768702,-0.708552,0.266163,-0.030856,0.732917,0.780360,1625.62,726.15
1091,1786065128.8914,22.7520,245,0.787061,-2.766749,-0.709704,0.263813,-0.032436,0.731289,0.778096,1622.71,723.15
1092,1786065128.9122,22.7727,245,0.794191,-2.756041,-0.715268,0.261842,-0.034658,0.730325,0.776619,1620.13,719.04
1093,1786065128.9324,22.7930,245,0.800803,-2.748005,-0.722590,0.259850,-0.037153,0.728658,0.774496,1617.88,714.34
1094,1786065128.9558,22.8164,245,0.808639,-2.744692,-0.722506,0.257763,-0.039125,0.727982,0.773260,1614.81,710.71
1095,1786065128.9746,22.8352,245,0.813017,-2.738718,-0.729611,0.255706,-0.041279,0.726325,0.771127,1612.40,706.57
1096,1786065128.9950,22.8556,245,0.816902,-2.733534,-0.734341,0.253846,-0.043686,0.724604,0.769023,1610.31,701.98
1097,1786065129.0171,22.8776,245,0.823335,-2.724934,-0.741230,0.251401,-0.045810,0.722490,0.766351,1607.52,697.80
1098,1786065129.0367,22.8973,245,0.825842,-2.717720,-0.754710,0.248627,-0.047874,0.720197,0.763408,1604.24,693.61
1099,1786065129.0586,22.9191,245,0.832324,-2.720964,-0.755733,0.246975,-0.050206,0.719433,0.762300,1601.77,689.22
1100,1786065129.0787,22.9393,245,0.835858,-2.715674,-0.764630,0.244830,-0.052031,0.717320,0.759735,1599.39,685.50
1101,1786065129.1004,22.9610,245,0.841746,-2.720834,-0.770240,0.242528,-0.054114,0.716025,0.757919,1596.08,681.38
1102,1786065129.1195,22.9801,245,0.846602,-2.719232,-0.769686,0.239678,-0.055385,0.714355,0.755524,1592.16,678.74
1103,1786065129.1438,23.0044,245,0.852527,-2.724665,-0.768383,0.237163,-0.056180,0.712791,0.753308,1588.63,676.98
1104,1786065129.1634,23.0240,245,0.858978,-2.731225,-0.774734,0.234485,-0.056780,0.711501,0.751293,1584.65,675.52
1105,1786065129.1832,23.0437,245,0.863844,-2.732509,-0.774375,0.232053,-0.057983,0.710231,0.749426,1581.11,673.03
1106,1786065129.2047,23.0652,245,0.870517,-2.740961,-0.782003,0.229343,-0.059262,0.708334,0.746892,1577.31,670.19
1107,1786065129.2243,23.0848,245,0.876491,-2.743499,-0.776156,0.226746,-0.060305,0.706125,0.744085,1573.94,667.87
1108,1786065129.2457,23.1062,245,0.887119,-2.747528,-0.772393,0.223854,-0.060184,0.703931,0.741115,1570.02,667.66
1109,1786065129.2661,23.1267,245,0.898230,-2.748875,-0.758661,0.221499,-0.058490,0.702400,0.738816,1566.74,670.63
1110,1786065129.2880,23.1486,245,0.910438,-2.743406,-0.734117,0.218663,-0.054745,0.701260,0.736598,1562.53,677.62
1111,1786065129.3086,23.1692,245,0.930989,-2.754105,-0.642366,0.216208,-0.047213,0.704607,0.738543,1556.31,692.99
1112,1786065129.3291,23.1897,245,0.955878,-2.742206,-0.609173,0.211974,-0.036833,0.702631,0.734833,1550.19,712.49
1113,1786065129.3499,23.2105,245,0.965494,-2.732889,-0.605464,0.207877,-0.027891,0.701771,0.732443,1543.66,729.22
1114,1786065129.3712,23.2318,245,0.980634,-2.740029,-0.586107,0.203260,-0.020738,0.699888,0.729101,1536.31,742.68
1115,1786065129.3912,23.2518,245,0.987232,-2.724029,-0.559928,0.200391,-0.016238,0.698505,0.726863,1532.12,751.44
1116,1786065129.4110,23.2716,245,1.005016,-2.725629,-0.517454,0.198545,-0.012627,0.698576,0.726353,1528.61,758.73
1117,1786065129.4367,23.2973,245,1.019672,-2.715195,-0.473951,0.194387,-0.008394,0.699062,0.725633,1520.94,767.29
1118,1786065129.4549,23.3155,245,1.029910,-2.697603,-0.425514,0.190593,-0.003942,0.699071,0.724597,1514.23,776.38
1119,1786065129.4746,23.3351,245,1.038572,-2.670002,-0.359859,0.187283,0.001383,0.700087,0.724706,1508.00,787.43
1120,1786065129.4951,23.3556,245,1.038021,-2.653881,-0.333566,0.183528,0.007644,0.699373,0.723093,1501.73,799.74
1121,1786065129.5159,23.3765,245,1.036272,-2.642933,-0.297527,0.180616,0.013505,0.698826,0.721916,1496.75,811.40
1122,1786065129.5404,23.4010,245,1.032632,-2.619317,-0.244104,0.177539,0.018652,0.698828,0.721269,1491.34,822.03
1123,1786065129.5617,23.4223,245,1.032018,-2.635160,-0.218526,0.174649,0.024365,0.699358,0.721248,1485.43,833.10
1124,1786065129.5847,23.4453,245,1.026086,-2.636199,-0.229349,0.171592,0.029725,0.698858,0.720229,1480.07,843.22
1125,1786065129.6005,23.4611,245,1.030589,-2.663025,-0.206000,0.169614,0.033749,0.699476,0.720538,1475.57,850.96
1126,1786065129.6266,23.4872,245,1.035574,-2.683156,-0.177462,0.167582,0.037042,0.700604,0.721320,1470.85,857.36
1127,1786065129.6531,23.5136,245,1.072843,-2.697781,0.108936,0.165509,0.039122,0.700113,0.720474,1465.46,864.72
1128,1786065129.6608,23.5214,245,1.071612,-2.684850,0.117040,0.162152,0.042322,0.701318,0.721063,1458.92,870.91
1129,1786065129.6791,23.5397,245,1.071429,-2.672559,0.133140,0.158017,0.046095,0.702309,0.721341,1450.97,878.29
1130,1786065129.7147,23.5753,245,1.065900,-2.652859,0.132878,0.152974,0.050116,0.703163,0.721353,1441.63,886.04
1131,1786065129.7302,23.5908,245,1.071697,-2.636981,0.137823,0.146878,0.055887,0.705347,0.722642,1429.63,896.93
1132,1786065129.7416,23.6022,245,1.082547,-2.641521,0.210986,0.141016,0.061003,0.707104,0.723604,1417.53,907.22
1133,1786065129.7689,23.6294,245,1.085258,-2.626778,0.245473,0.135460,0.065096,0.709238,0.724987,1406.45,915.16
1134,1786065129.7863,23.6469,245,1.087111,-2.619579,0.296171,0.130943,0.067644,0.710222,0.725353,1397.53,920.47
1135,1786065129.8043,23.6649,245,1.084773,-2.605826,0.310292,0.127568,0.067799,0.712630,0.727126,1390.65,920.65
1136,1786065129.8289,23.6895,245,1.087613,-2.603972,0.316928,0.123932,0.068059,0.714939,0.728786,1383.18,920.88
1137,1786065129.8497,23.7103,245,1.091011,-2.595422,0.320943,0.119957,0.068813,0.716804,0.730023,1375.35,922.13
1138,1786065129.8705,23.7310,245,1.094741,-2.604609,0.329679,0.116246,0.069957,0.719933,0.732605,1367.37,923.78
1139,1786065129.8943,23.7549,245,1.094329,-2.600370,0.326642,0.113059,0.071615,0.722286,0.734580,1360.90,926.48
1140,1786065129.9153,23.7759,245,1.094844,-2.601949,0.328516,0.110180,0.073234,0.724540,0.736520,1354.93,929.12
1141,1786065129.9327,23.7933,245,1.093240,-2.604640,0.325287,0.107767,0.074667,0.727624,0.739341,1349.66,931.16
1142,1786065129.9546,23.8152,245,1.087858,-2.596976,0.328404,0.105473,0.075150,0.729574,0.740979,1345.08,931.81
1143,1786065129.9770,23.8375,245,1.089963,-2.601374,0.321990,0.103850,0.075655,0.731791,0.742984,1341.51,932.25
1144,1786065129.9998,23.8603,245,1.089344,-2.599912,0.308132,0.103103,0.075845,0.734895,0.745958,1339.48,931.88
1145,1786065130.0172,23.8778,245,1.091052,-2.603468,0.298127,0.102160,0.076715,0.737637,0.748619,1337.07,932.83
1146,1786065130.0386,23.8992,245,1.090682,-2.598861,0.286458,0.101174,0.077760,0.740199,0.751117,1334.78,934.16
1147,1786065130.0624,23.9230,245,1.092371,-2.592544,0.274303,0.100448,0.078794,0.742042,0.752944,1333.15,935.60
1148,1786065130.0819,23.9425,245,1.095442,-2.595025,0.259262,0.100210,0.080404,0.744835,0.755835,1332.05,937.79
1149,1786065130.0991,23.9597,245,1.093528,-2.590629,0.259835,0.100565,0.081087,0.746404,0.757501,1332.36,938.73
1150,1786065130.1213,23.9819,245,1.090527,-2.594779,0.246402,0.101398,0.081630,0.748699,0.759931,1333.33,939.08
1151,1786065130.1428,24.0034,245,1.092258,-2.605685,0.233049,0.103375,0.081452,0.751380,0.762819,1336.11,938.00
1152,1786065130.1658,24.0264,245,1.086980,-2.604065,0.215655,0.105174,0.080944,0.753298,0.764900,1338.99,936.53
1153,1786065130.1832,24.0437,245,1.081447,-2.602801,0.186585,0.106534,0.080135,0.754100,0.765792,1341.42,934.65
1154,1786065130.2030,24.0636,245,1.077812,-2.605934,0.167326,0.108050,0.078396,0.755242,0.766949,1343.92,931.11
1155,1786065130.2252,24.0857,245,1.080848,-2.624046,0.146925,0.110356,0.075688,0.757539,0.769268,1347.29,925.54
1156,1786065130.2464,24.1070,245,1.082817,-2.641042,0.105619,0.112929,0.073082,0.759857,0.771672,1351.21,919.97
1157,1786065130.2657,24.1263,245,1.084806,-2.661208,0.063320,0.116282,0.069451,0.761473,0.773424,1356.62,912.69
1158,1786065130.2869,24.1475,245,1.065481,-2.633095,-0.014498,0.118556,0.065553,0.758957,0.770953,1362.17,905.56
1159,1786065130.3092,24.1698,245,1.063608,-2.643639,-0.046223,0.121046,0.062838,0.758525,0.770688,1366.68,900.38
1160,1786065130.3295,24.1901,245,1.047546,-2.610119,-0.067830,0.121989,0.060583,0.756070,0.768241,1369.70,896.71
1161,1786065130.3511,24.2117,245,1.037051,-2.607900,-0.103647,0.123426,0.059177,0.754489,0.766805,1372.92,894.05
1162,1786065130.3736,24.2342,245,1.027895,-2.600435,-0.126962,0.124544,0.057857,0.753461,0.765873,1375.44,891.62
1163,1786065130.3957,24.2562,245,1.020230,-2.609273,-0.185385,0.126163,0.057099,0.752011,0.764655,1378.84,889.75
1164,1786065130.4149,24.2755,245,1.014882,-2.598861,-0.191436,0.128103,0.055795,0.750736,0.763628,1382.84,887.56
1165,1786065130.4328,24.2934,245,1.007921,-2.598328,-0.225218,0.130456,0.054155,0.750379,0.763557,1387.26,884.28
1166,1786065130.4587,24.3193,245,1.003791,-2.596149,-0.252406,0.132891,0.051571,0.747950,0.761412,1392.47,879.62
1167,1786065130.4758,24.3364,245,0.998998,-2.595130,-0.277054,0.135885,0.048902,0.746127,0.759975,1398.47,874.72
1168,1786065130.4952,24.3557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1169,1786065130.5197,24.3803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1170,1786065130.5383,24.3988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1171,1786065130.5618,24.4224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1172,1786065130.5816,24.4422,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1173,1786065130.6023,24.4629,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1174,1786065130.6218,24.4824,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1175,1786065130.6419,24.5024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1176,1786065130.6606,24.5212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1177,1786065130.6828,24.5434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1178,1786065130.7043,24.5649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1179,1786065130.7279,24.5885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1180,1786065130.7464,24.6070,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1181,1786065130.7646,24.6252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1182,1786065130.7866,24.6472,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1183,1786065130.8104,24.6710,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1184,1786065130.8299,24.6905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1185,1786065130.8500,24.7106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1186,1786065130.8693,24.7299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1187,1786065130.8919,24.7525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1188,1786065130.9097,24.7703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1189,1786065130.9301,24.7907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1190,1786065130.9538,24.8143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1191,1786065130.9742,24.8348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1192,1786065130.9930,24.8535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1193,1786065131.0132,24.8737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1194,1786065131.0351,24.8957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1195,1786065131.0564,24.9169,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1196,1786065131.0776,24.9382,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1197,1786065131.0978,24.9584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1198,1786065131.1170,24.9776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1199,1786065131.1383,24.9989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1200,1786065131.1612,25.0218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1201,1786065131.1795,25.0401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1202,1786065131.2023,25.0629,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1203,1786065131.2234,25.0839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1204,1786065131.2477,25.1082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1205,1786065131.2654,25.1260,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1206,1786065131.2846,25.1452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1207,1786065131.3056,25.1662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1208,1786065131.3309,25.1915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1209,1786065131.3571,25.2176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1210,1786065131.3737,25.2343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1211,1786065131.3870,25.2476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1212,1786065131.4108,25.2714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1213,1786065131.4327,25.2933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1214,1786065131.4499,25.3105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1215,1786065131.4713,25.3319,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1216,1786065131.4937,25.3543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1217,1786065131.5175,25.3781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1218,1786065131.5395,25.4001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1219,1786065131.5548,25.4154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1220,1786065131.5781,25.4387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1221,1786065131.5961,25.4567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1222,1786065131.6173,25.4779,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1223,1786065131.6420,25.5025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1224,1786065131.6589,25.5195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1225,1786065131.6828,25.5434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1226,1786065131.7010,25.5616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1227,1786065131.7230,25.5836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1228,1786065131.7419,25.6025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1229,1786065131.7636,25.6241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1230,1786065131.7823,25.6429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1231,1786065131.8049,25.6654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1232,1786065131.8277,25.6883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1233,1786065131.8484,25.7090,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1234,1786065131.8683,25.7289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1235,1786065131.8874,25.7480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1236,1786065131.9111,25.7717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1237,1786065131.9428,25.8034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1238,1786065131.9533,25.8139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1239,1786065131.9859,25.8465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1240,1786065132.0034,25.8639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1241,1786065132.0170,25.8776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1242,1786065132.0481,25.9086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1243,1786065132.0592,25.9197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1244,1786065132.0774,25.9380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1245,1786065132.0997,25.9603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1246,1786065132.1336,25.9942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1247,1786065132.1434,26.0040,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1248,1786065132.1586,26.0191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1249,1786065132.1783,26.0389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1250,1786065132.2015,26.0621,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1251,1786065132.2226,26.0832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1252,1786065132.2436,26.1042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1253,1786065132.2639,26.1245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1254,1786065132.2837,26.1443,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1255,1786065132.3052,26.1658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1256,1786065132.3389,26.1994,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1257,1786065132.3502,26.2108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1258,1786065132.3691,26.2297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1259,1786065132.3862,26.2468,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1260,1786065132.4199,26.2805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1261,1786065132.4324,26.2930,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1262,1786065132.4628,26.3234,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1263,1786065132.4772,26.3378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1264,1786065132.4931,26.3537,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1265,1786065132.5191,26.3796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1266,1786065132.5341,26.3947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1267,1786065132.5555,26.4161,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1268,1786065132.5762,26.4368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1269,1786065132.5997,26.4603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1270,1786065132.6340,26.4946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1271,1786065132.6459,26.5065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1272,1786065132.6642,26.5248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1273,1786065132.6900,26.5506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1274,1786065132.7075,26.5681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1275,1786065132.7363,26.5969,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1276,1786065132.7563,26.6169,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1277,1786065132.7689,26.6294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1278,1786065132.7966,26.6572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1279,1786065132.8136,26.6742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1280,1786065132.8284,26.6890,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1281,1786065132.8589,26.7195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1282,1786065132.8740,26.7346,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1283,1786065132.8906,26.7511,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1284,1786065132.9202,26.7808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1285,1786065132.9340,26.7945,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1286,1786065132.9622,26.8228,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1287,1786065132.9803,26.8409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1288,1786065132.9988,26.8594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1289,1786065133.0157,26.8763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1290,1786065133.0393,26.8999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1291,1786065133.0636,26.9242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1292,1786065133.0783,26.9389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1293,1786065133.1034,26.9640,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1294,1786065133.1261,26.9867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1295,1786065133.1431,27.0037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1296,1786065133.1647,27.0253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1297,1786065133.1847,27.0453,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1298,1786065133.2059,27.0665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1299,1786065133.2293,27.0899,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1300,1786065133.2488,27.1094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1301,1786065133.2652,27.1258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1302,1786065133.2994,27.1600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1303,1786065133.3117,27.1722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1304,1786065133.3334,27.1940,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1305,1786065133.3494,27.2100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1306,1786065133.3712,27.2317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1307,1786065133.4064,27.2670,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1308,1786065133.4197,27.2803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1309,1786065133.4374,27.2980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1310,1786065133.4582,27.3187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1311,1786065133.4768,27.3374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1312,1786065133.4987,27.3592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1313,1786065133.5201,27.3807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1314,1786065133.5379,27.3985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1315,1786065133.5533,27.4139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1316,1786065133.5716,27.4322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317,1786065133.5973,27.4579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1318,1786065133.6172,27.4777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1319,1786065133.6345,27.4951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1320,1786065133.6556,27.5161,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1321,1786065133.6760,27.5366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1322,1786065133.6983,27.5589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1323,1786065133.7169,27.5774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1324,1786065133.7387,27.5993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1325,1786065133.7603,27.6209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
