frame,wall_time,time_s,marker_id,rx,ry,rz,x,y,z,range_m,u_px,v_px
0,1786065106.1593,0.0199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,1786065106.1733,0.0339,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,1786065106.1988,0.0594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1786065106.2184,0.0789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,1786065106.2392,0.0998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,1786065106.2605,0.1210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,1786065106.2798,0.1404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1786065106.3003,0.1609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,1786065106.3214,0.1820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,1786065106.3430,0.2036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1786065106.3624,0.2230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,1786065106.3836,0.2442,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,1786065106.4056,0.2662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,1786065106.4255,0.2860,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,1786065106.4473,0.3079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,1786065106.4678,0.3284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1786065106.4885,0.3491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,1786065106.5093,0.3698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,1786065106.5309,0.3915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,1786065106.5505,0.4111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1786065106.5721,0.4326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,1786065106.5929,0.4535,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,1786065106.6133,0.4739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,1786065106.6347,0.4953,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,1786065106.6548,0.5154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,1786065106.6746,0.5352,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,1786065106.6970,0.5576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,1786065106.7175,0.5781,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,1786065106.7380,0.5986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,1786065106.7596,0.6202,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,1786065106.7812,0.6418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,1786065106.8014,0.6620,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,1786065106.8232,0.6838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,1786065106.8433,0.7039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,1786065106.8636,0.7242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,1786065106.8840,0.7446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,1786065106.9202,0.7807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,1786065106.9278,0.7884,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,1786065106.9599,0.8205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,1786065106.9767,0.8372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,1786065106.9953,0.8559,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,1786065107.0138,0.8744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,1786065107.0414,0.9020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,1786065107.0580,0.9186,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,1786065107.0783,0.9389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,1786065107.0975,0.9581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,1786065107.1179,0.9784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,1786065107.1496,1.0102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,1786065107.1610,1.0216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,1786065107.1809,1.0415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,1786065107.2114,1.0719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,1786065107.2249,1.0855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,1786065107.2429,1.1035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,1786065107.2639,1.1244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,1786065107.2846,1.1452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,1786065107.3059,1.1665,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,1786065107.3263,1.1869,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,1786065107.3470,1.2076,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,1786065107.3683,1.2289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,1786065107.3891,1.2497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,1786065107.4108,1.2714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,1786065107.4540,1.3146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,1786065107.4657,1.3263,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,1786065107.4770,1.3376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,1786065107.4909,1.3515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,1786065107.5155,1.3761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,1786065107.5359,1.3965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,1786065107.5560,1.4166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,1786065107.5773,1.4379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,1786065107.5982,1.4588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,1786065107.6170,1.4776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,1786065107.6394,1.5000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,1786065107.6577,1.5183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,1786065107.6758,1.5363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,1786065107.6993,1.5599,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,1786065107.7302,1.5908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,1786065107.7410,1.6016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,1786065107.7570,1.6176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,1786065107.7783,1.6389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
79,1786065107.7979,1.6585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,1786065107.8188,1.6794,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,1786065107.8404,1.7010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
82,1786065107.8626,1.7232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,1786065107.8869,1.7475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
84,1786065107.9042,1.7648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,1786065107.9236,1.7842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,1786065107.9457,1.8063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
87,1786065107.9660,1.8266,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,1786065107.9873,1.8479,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89,1786065108.0097,1.8703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,1786065108.0264,1.8870,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,1786065108.0497,1.9103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,1786065108.0694,1.9300,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,1786065108.0911,1.9517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,1786065108.1124,1.9730,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,1786065108.1328,1.9934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
96,1786065108.1585,2.0191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,1786065108.1749,2.0355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,1786065108.1950,2.0556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,1786065108.2209,2.0815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,1786065108.2382,2.0988,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,1786065108.2581,2.1187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,1786065108.2781,2.1387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,1786065108.3000,2.1606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,1786065108.3191,2.1797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,1786065108.3418,2.2023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
106,1786065108.3621,2.2226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
107,1786065108.3826,2.2432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
108,1786065108.4042,2.2648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
109,1786065108.4233,2.2839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
110,1786065108.4497,2.3103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111,1786065108.4751,2.3357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
112,1786065108.4956,2.3562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
113,1786065108.5156,2.3761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
114,1786065108.5356,2.3961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
115,1786065108.5568,2.4173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116,1786065108.5772,2.4377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117,1786065108.5980,2.4586,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
118,1786065108.6186,2.4792,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
119,1786065108.6389,2.4995,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
120,1786065108.6604,2.5210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
121,1786065108.6826,2.5432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
122,1786065108.7157,2.5763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
123,1786065108.7257,2.5863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124,1786065108.7472,2.6078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125,1786065108.7664,2.6270,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
126,1786065108.7876,2.6482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
127,1786065108.8134,2.6740,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128,1786065108.8249,2.6855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
129,1786065108.8452,2.7058,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
130,1786065108.8687,2.7293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131,1786065108.8874,2.7480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
132,1786065108.9112,2.7718,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
133,1786065108.9350,2.7956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
134,1786065108.9509,2.8115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135,1786065108.9723,2.8329,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136,1786065109.0042,2.8648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
137,1786065109.0221,2.8827,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
138,1786065109.0392,2.8998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139,1786065109.0594,2.9199,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
140,1786065109.0755,2.9361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
141,1786065109.0933,2.9539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142,1786065109.1149,2.9755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
143,1786065109.1420,3.0026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,1786065109.1631,3.0236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
145,1786065109.1779,3.0385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
146,1786065109.2017,3.0623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
147,1786065109.2202,3.0808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
148,1786065109.2458,3.1063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
149,1786065109.2685,3.1291,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
150,1786065109.2855,3.1461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
151,1786065109.3073,3.1678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
152,1786065109.3301,3.1907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153,1786065109.3490,3.2096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
154,1786065109.3688,3.2294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
155,1786065109.3908,3.2513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
156,1786065109.4107,3.2712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
157,1786065109.4319,3.2925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
158,1786065109.4523,3.3128,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
159,1786065109.4738,3.3344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
160,1786065109.4948,3.3554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161,1786065109.5155,3.3761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162,1786065109.5367,3.3973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
163,1786065109.5571,3.4176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
164,1786065109.5772,3.4378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
165,1786065109.6000,3.4606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
166,1786065109.6159,3.4765,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
167,1786065109.6360,3.4965,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
168,1786065109.6567,3.5172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
169,1786065109.6772,3.5378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
170,1786065109.6987,3.5593,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
171,1786065109.7199,3.5805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
172,1786065109.7437,3.6043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
173,1786065109.7621,3.6226,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
174,1786065109.7822,3.6428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
175,1786065109.8032,3.6637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
176,1786065109.8272,3.6878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
177,1786065109.8443,3.7049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
178,1786065109.8692,3.7298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
179,1786065109.8892,3.7498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
180,1786065109.9126,3.7732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
181,1786065109.9301,3.7907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
182,1786065109.9509,3.8114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
183,1786065109.9710,3.8316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
184,1786065109.9917,3.8523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
185,1786065110.0150,3.8756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
186,1786065110.0333,3.8939,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
187,1786065110.0533,3.9139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
188,1786065110.0792,3.9398,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
189,1786065110.0983,3.9589,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
190,1786065110.1155,3.9761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191,1786065110.1399,4.0005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
192,1786065110.1619,4.0225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
193,1786065110.1822,4.0428,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
194,1786065110.2002,4.0608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
195,1786065110.2240,4.0845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
196,1786065110.2516,4.1121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
197,1786065110.2619,4.1225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
198,1786065110.2828,4.1434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,1786065110.3060,4.1666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
200,1786065110.3278,4.1883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,1786065110.3479,4.2085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
202,1786065110.3683,4.2289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
203,1786065110.3863,4.2469,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
204,1786065110.4113,4.2719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
205,1786065110.4469,4.3075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
206,1786065110.4585,4.3190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
207,1786065110.4738,4.3344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
208,1786065110.5035,4.3641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
209,1786065110.5117,4.3722,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
210,1786065110.5266,4.3872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
211,1786065110.5513,4.4119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
212,1786065110.5728,4.4334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
213,1786065110.5941,4.4547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
214,1786065110.6120,4.4726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
215,1786065110.6335,4.4941,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
216,1786065110.6559,4.5164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
217,1786065110.6755,4.5361,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
218,1786065110.6960,4.5566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
219,1786065110.7192,4.5798,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
220,1786065110.7372,4.5978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
221,1786065110.7696,4.6302,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
222,1786065110.7818,4.6424,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
223,1786065110.7996,4.6602,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
224,1786065110.8257,4.6863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
225,1786065110.8439,4.7045,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
226,1786065110.8647,4.7253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
227,1786065110.8834,4.7440,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
228,1786065110.9144,4.7750,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
229,1786065110.9281,4.7887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
230,1786065110.9472,4.8077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
231,1786065110.9748,4.8353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
232,1786065110.9971,4.8577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
233,1786065111.0092,4.8698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
234,1786065111.0404,4.9010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
235,1786065111.0541,4.9147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
236,1786065111.0752,4.9358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
237,1786065111.0912,4.9518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
238,1786065111.1164,4.9770,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
239,1786065111.1344,4.9950,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
240,1786065111.1567,5.0173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
241,1786065111.1743,5.0349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
242,1786065111.1984,5.0590,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
243,1786065111.2285,5.0891,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
244,1786065111.2451,5.1056,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
245,1786065111.2576,5.1182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
246,1786065111.2805,5.1411,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
247,1786065111.3055,5.1661,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
248,1786065111.3239,5.1845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
249,1786065111.3447,5.2053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
250,1786065111.3665,5.2271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
251,1786065111.3992,5.2598,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
252,1786065111.4123,5.2729,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
253,1786065111.4269,5.2875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
254,1786065111.4469,5.3075,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
255,1786065111.4680,5.3286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
256,1786065111.4886,5.3492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
257,1786065111.5085,5.3691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
258,1786065111.5341,5.3947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
259,1786065111.5532,5.4137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
260,1786065111.5742,5.4348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
261,1786065111.5970,5.4576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
262,1786065111.6135,5.4741,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
263,1786065111.6449,5.5055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
264,1786065111.6571,5.5177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
265,1786065111.6801,5.5407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
266,1786065111.6976,5.5582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
267,1786065111.7195,5.5801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
268,1786065111.7420,5.6026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
269,1786065111.7629,5.6235,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
270,1786065111.7961,5.6567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
271,1786065111.8037,5.6643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272,1786065111.8202,5.6808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
273,1786065111.8405,5.7011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,1786065111.8627,5.7233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,1786065111.8852,5.7458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
276,1786065111.9075,5.7681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
277,1786065111.9257,5.7863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
278,1786065111.9473,5.8079,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
279,1786065111.9681,5.8287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
280,1786065111.9912,5.8517,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
281,1786065112.0136,5.8742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
282,1786065112.0303,5.8909,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
283,1786065112.0516,5.9122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
284,1786065112.0840,5.9446,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
285,1786065112.1011,5.9616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
286,1786065112.1249,5.9855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
287,1786065112.1376,5.9982,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
288,1786065112.1541,6.0146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
289,1786065112.1749,6.0355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
290,1786065112.2001,6.0607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
291,1786065112.2163,6.0769,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
292,1786065112.2519,6.1125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
293,1786065112.2651,6.1257,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
294,1786065112.2815,6.1421,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
295,1786065112.3004,6.1609,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
296,1786065112.3259,6.1865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
297,1786065112.3479,6.2085,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
298,1786065112.3639,6.2245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
299,1786065112.3881,6.2487,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,1786065112.4073,6.2679,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
301,1786065112.4316,6.2922,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
302,1786065112.4500,6.3106,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
303,1786065112.4708,6.3314,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
304,1786065112.4897,6.3503,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
305,1786065112.5093,6.3699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
306,1786065112.5308,6.3914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
307,1786065112.5551,6.4156,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
308,1786065112.5738,6.4344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
309,1786065112.5936,6.4541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
